level,object_id,campaign_id,day_ET,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed,new_acquisitions,completed_CPL,observed_sessions,observed_starts,measurement_flags
AD,120250540502680660,120250540492410660,2026-08-19,0.16,2,0,80.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705200660,120250602165530660,2026-09-10,1.31,6,0,218.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705200660,120250602165530660,2026-09-11,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-15,0.15,8,0,18.75,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-16,0.17,9,0,18.89,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-17,0.14,3,0,46.67,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-22,0.19,2,0,95.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-23,0.15,1,0,150.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-24,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-25,0.06,2,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-27,0.02,1,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-28,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-30,0.23,5,0,46.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-08-31,0.0,1,0,0.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-09-01,0.15,4,0,37.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-09-06,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-09-07,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705350660,120250602165530660,2026-09-11,0.06,1,0,60.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-15,0.13,5,0,26.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-16,0.23,10,0,23.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-17,0.12,2,0,60.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-20,0.0,2,0,0.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-21,0.0,1,0,0.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-22,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-24,0.09,4,0,22.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-25,0.0,1,0,0.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-29,0.3,3,0,100.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-30,0.22,3,0,73.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-08-31,0.16,3,0,53.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-09-01,0.1,3,0,33.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-09-03,0.03,1,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-09-04,0.07,2,0,35.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-09-08,0.04,1,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705610660,120250602165530660,2026-09-11,0.02,1,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705780660,120250602165530660,2026-08-15,2.87,96,2,29.9,2.083,1.44,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705780660,120250602165530660,2026-08-16,2.85,70,0,40.71,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705780660,120250602165530660,2026-08-17,8.6,139,1,61.87,0.719,8.6,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639705780660,120250602165530660,2026-08-18,7.01,96,0,73.02,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706340660,120250602165530660,2026-08-15,2.27,57,1,39.82,1.754,2.27,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706340660,120250602165530660,2026-08-16,1.51,28,0,53.93,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706340660,120250602165530660,2026-08-17,0.53,17,0,31.18,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706340660,120250602165530660,2026-08-18,0.12,5,0,24.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706610660,120250602165530660,2026-08-15,5.22,263,1,19.85,0.38,5.22,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706610660,120250602165530660,2026-08-16,114.9,2945,36,39.02,1.222,3.19,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706610660,120250602165530660,2026-08-17,33.87,736,8,46.02,1.087,4.23,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706850660,120250602165530660,2026-08-15,3.7,109,0,33.94,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706850660,120250602165530660,2026-08-16,1.01,34,0,29.71,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706850660,120250602165530660,2026-08-17,0.25,9,0,27.78,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639706850660,120250602165530660,2026-08-18,0.02,1,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639707370660,120250602165530660,2026-08-15,2.02,48,1,42.08,2.083,2.02,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639707370660,120250602165530660,2026-08-16,0.41,15,0,27.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639707720660,120250602165530660,2026-08-15,2.83,108,3,26.2,2.778,0.94,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639707720660,120250602165530660,2026-08-16,34.47,681,6,50.62,0.881,5.75,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708190660,120250602165530660,2026-08-15,1.84,96,0,19.17,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708190660,120250602165530660,2026-08-16,13.5,341,2,39.59,0.587,6.75,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708700660,120250602165530660,2026-08-15,3.51,98,1,35.82,1.02,3.51,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708700660,120250602165530660,2026-08-16,27.16,286,1,94.97,0.35,27.16,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708940660,120250602165530660,2026-08-15,3.9,96,1,40.62,1.042,3.9,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250639708940660,120250602165530660,2026-08-16,13.4,192,0,69.79,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674351650660,120250602165530660,2026-08-17,0.05,5,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674351650660,120250602165530660,2026-08-18,0.37,13,0,28.46,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674351650660,120250602165530660,2026-08-21,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674351650660,120250602165530660,2026-08-22,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674351650660,120250602165530660,2026-08-26,0.04,1,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-17,4.32,162,4,26.67,2.469,1.08,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-18,19.04,319,3,59.69,0.94,6.35,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-19,17.86,370,4,48.27,1.081,4.46,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-20,4.65,93,2,50.0,2.151,2.33,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-21,1.7,56,0,30.36,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-22,0.92,23,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-23,0.36,14,0,25.71,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-24,0.47,1,0,470.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674354340660,120250602165530660,2026-08-25,0.09,3,0,30.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-17,2.48,47,1,52.77,2.128,2.48,1,1,2.48,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-18,0.89,22,0,40.45,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-19,1.01,10,0,101.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-20,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-21,0.3,2,0,150.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-23,2.28,5,0,456.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-24,0.16,4,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674355820660,120250602165530660,2026-08-25,0.13,4,0,32.5,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-17,0.92,48,0,19.17,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-18,4.13,68,1,60.74,1.471,4.13,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-19,5.14,83,0,61.93,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-20,0.38,1,0,380.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-22,1.47,1,0,1470.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674358490660,120250602165530660,2026-08-23,0.06,3,0,20.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-17,0.14,5,0,28.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-18,0.1,10,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-19,0.29,12,0,24.17,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-23,0.04,1,0,40.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-24,0.23,2,0,115.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674360880660,120250602165530660,2026-08-26,0.09,1,0,90.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-17,0.33,14,0,23.57,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-18,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-19,0.01,1,0,10.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-23,0.18,3,0,60.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-24,0.08,1,0,80.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674363950660,120250602165530660,2026-08-26,1.97,166,1,11.87,0.602,1.97,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674366650660,120250602165530660,2026-08-17,0.23,5,0,46.0,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674366650660,120250602165530660,2026-08-18,0.49,12,0,40.83,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674366650660,120250602165530660,2026-08-19,0.05,6,0,8.33,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-17,49.91,1737,9,28.73,0.518,5.55,1,1,49.91,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-18,32.92,606,3,54.32,0.495,10.97,1,1,32.92,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-19,26.62,393,6,67.74,1.527,4.44,3,3,8.87,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-20,14.35,456,2,31.47,0.439,7.17,1,1,14.35,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-21,44.2,1291,13,34.24,1.007,3.4,1,1,44.2,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-22,25.08,610,6,41.11,0.984,4.18,1,1,25.08,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-23,39.21,1023,12,38.33,1.173,3.27,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-24,52.69,1306,7,40.34,0.536,7.53,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-25,36.58,774,5,47.26,0.646,7.32,1,1,36.58,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-26,48.6,1231,10,39.48,0.812,4.86,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-27,77.61,1808,14,42.93,0.774,5.54,2,2,38.8,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-28,69.91,1678,10,41.66,0.596,6.99,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-29,66.05,1958,14,33.73,0.715,4.72,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-30,79.46,2176,16,36.52,0.735,4.97,1,1,79.46,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-08-31,90.9,2766,17,32.86,0.615,5.35,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-01,80.01,2299,14,34.8,0.609,5.72,1,1,80.01,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-02,67.33,2346,12,28.7,0.512,5.61,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-03,67.85,2233,17,30.39,0.761,3.99,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-04,65.12,1850,13,35.2,0.703,5.01,2,2,32.56,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-05,71.75,2079,18,34.51,0.866,3.99,1,1,71.75,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-06,78.51,1479,14,53.08,0.947,5.61,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-07,86.79,1836,15,47.27,0.817,5.79,2,2,43.4,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-08,67.04,1598,5,41.95,0.313,13.41,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-09,63.36,1245,9,50.89,0.723,7.04,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-10,60.71,1326,7,45.78,0.528,8.67,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-11,55.65,1011,7,55.04,0.692,7.95,1,1,55.65,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-12,54.79,1018,14,53.82,1.375,3.91,1,1,54.79,2,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-13,70.18,1093,10,64.21,0.915,7.02,0,0,,8,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-14,61.94,1011,3,61.27,0.297,20.65,0,0,,4,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD,120250674389360660,120250602165530660,2026-09-15,60.46,1209,14,50.01,1.158,4.32,0,0,,12,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
